timestamp,order_id,pack_date,ship_date,ship_method,number_of_items,box_size,defect_reported
2025-06-14 21:00:00,7d9f65e5-637c-45bf-b0e7-a1a3543be120,2025-06-15 15:00:00,2025-06-16 11:00:00,usps,3,C,missing items
2025-06-14 16:00:00,de86ad56-670d-4455-a2bb-750ab0099b31,2025-06-15 15:00:00,2025-06-16 01:00:00,dhl,5,C,missing items
2025-06-14 22:00:00,8348a587-86c0-4786-bad2-2034d56bab3a,2025-06-15 15:00:00,2025-06-16 03:00:00,usps,4,C,
2025-06-15 00:00:00,b12b328d-0e2c-41e6-9055-7e39d0cf6a40,2025-06-15 15:00:00,2025-06-16 06:00:00,ups,4,C,
2025-06-15 05:00:00,40374f6c-ef91-4e61-8375-bbde57bd89bd,2025-06-15 15:00:00,2025-06-16 14:00:00,dhl,2,B,
2025-06-14 19:00:00,8cabb4d0-1f76-4d4a-8d67-ee15650d5935,2025-06-15 15:00:00,2025-06-16 00:00:00,dhl,5,C,
2025-06-14 22:00:00,84fb081b-f3b3-4d9f-9e4a-923b5e816861,2025-06-15 15:00:00,2025-06-15 21:00:00,ups,2,B,
2025-06-15 10:00:00,06dec629-effa-433d-bbbc-82f7caba8cd6,2025-06-15 15:00:00,2025-06-16 03:00:00,dhl,5,A,
2025-06-15 04:00:00,a05ecf54-b23d-43b6-a5dd-585d02deed44,2025-06-15 16:00:00,2025-06-16 13:00:00,usps,1,A,
2025-06-14 19:00:00,feef1898-9806-49d2-9ffe-40c0756f26ee,2025-06-15 16:00:00,2025-06-16 11:00:00,dhl,1,B,
2025-06-15 00:00:00,50b2ddae-be34-4b8d-bdf5-b4fb9ec65cb5,2025-06-15 16:00:00,2025-06-16 00:00:00,fedex,3,C,
2025-06-15 08:00:00,dcbf09ba-ee8c-41c6-823e-1efad61af918,2025-06-15 16:00:00,2025-06-16 03:00:00,fedex,4,B,
2025-06-15 22:00:00,745ca2ba-45ca-47bb-bcd1-0775d0e9b198,2025-06-16 09:00:00,2025-06-16 16:00:00,ups,2,C,poorly packed
2025-06-16 02:00:00,ccf1b64d-8236-4c73-9dc6-1d89b04d61f3,2025-06-16 09:00:00,2025-06-17 00:00:00,fedex,1,B,
2025-06-15 23:00:00,99e7dfb9-b9a3-4715-b92b-e09b6928ba8a,2025-06-16 10:00:00,2025-06-17 06:00:00,dhl,4,A,
2025-06-16 00:00:00,c96b2da5-5371-4ec6-81d6-e2812dfeb98e,2025-06-16 10:00:00,2025-06-17 06:00:00,fedex,5,B,
2025-06-16 02:00:00,9b08541d-fcf0-4855-b796-672fbb23e05e,2025-06-16 10:00:00,2025-06-16 20:00:00,dhl,2,B,
2025-06-16 03:00:00,c7f94c74-3a2f-442e-b951-d613ce0bcb6a,2025-06-16 10:00:00,2025-06-17 00:00:00,ups,1,A,
2025-06-15 13:00:00,61f75992-adfd-4115-8e55-464938d19213,2025-06-16 10:00:00,2025-06-17 00:00:00,usps,1,C,
2025-06-15 14:00:00,b1ccdbb1-420b-46de-b97b-6da86f35333a,2025-06-16 11:00:00,2025-06-17 06:00:00,ups,3,B,
2025-06-15 12:00:00,0259e3b4-0ea8-461f-9057-b681f423353b,2025-06-16 11:00:00,2025-06-17 00:00:00,dhl,5,A,
2025-06-15 14:00:00,77545fcf-7fab-4bd1-858c-22b98cd939f8,2025-06-16 12:00:00,2025-06-17 11:00:00,dhl,2,C,
2025-06-15 19:00:00,fd7c1d80-ef0d-4baf-aebe-416d49c16532,2025-06-16 12:00:00,2025-06-17 02:00:00,usps,1,C,
2025-06-15 16:00:00,14e074c8-388f-4f06-84aa-58e836c57077,2025-06-16 12:00:00,2025-06-16 22:00:00,usps,2,C,
2025-06-16 02:00:00,f335b094-b6c2-4575-a94c-c85ebb2ef1e3,2025-06-16 12:00:00,2025-06-17 02:00:00,fedex,2,C,
2025-06-16 11:00:00,844bee40-3376-402e-8267-449eeaa353b8,2025-06-16 12:00:00,2025-06-17 08:00:00,usps,4,C,
2025-06-15 23:00:00,ae01a030-3224-4d36-972e-500df436cc2f,2025-06-16 12:00:00,2025-06-16 19:00:00,usps,2,A,
2025-06-16 08:00:00,1f297930-15a4-4cda-bd08-d27456be11a3,2025-06-16 12:00:00,2025-06-17 10:00:00,dhl,3,C,poorly packed
2025-06-16 11:00:00,058f96e1-785c-445d-a08b-759d202bb5b2,2025-06-16 13:00:00,2025-06-17 12:00:00,fedex,1,B,
2025-06-15 14:00:00,cd651684-08b5-4f6b-a738-36b381b15c8a,2025-06-16 13:00:00,2025-06-17 10:00:00,fedex,4,B,
2025-06-15 16:00:00,20d76c02-a014-4cfc-84cf-e47d6afe8545,2025-06-16 13:00:00,2025-06-16 20:00:00,ups,3,A,
2025-06-16 07:00:00,3a2e9932-ea4f-4e29-b6ac-b84dadb18f60,2025-06-16 13:00:00,2025-06-17 10:00:00,ups,2,C,
2025-06-15 17:00:00,d0fb5e38-6046-411b-84c2-539dcbd4a74e,2025-06-16 14:00:00,2025-06-17 04:00:00,fedex,3,A,
2025-06-15 18:00:00,41896c58-7ac4-453b-9ce2-2eeadaca27eb,2025-06-16 14:00:00,2025-06-16 20:00:00,usps,3,B,
2025-06-15 20:00:00,78719302-d3bb-42de-afdb-b9e4b2e30884,2025-06-16 14:00:00,2025-06-16 21:00:00,fedex,1,B,
2025-06-15 21:00:00,2c2ea05a-df82-4f77-b5a9-2fda84fa10f8,2025-06-16 15:00:00,2025-06-17 03:00:00,usps,2,A,
2025-06-15 16:00:00,ba388fcd-d7dd-4dc4-99c1-b28bf04d7786,2025-06-16 15:00:00,2025-06-17 00:00:00,usps,5,C,
2025-06-16 05:00:00,ae195904-9a5e-413b-be0c-772fd3985324,2025-06-16 15:00:00,2025-06-17 13:00:00,fedex,2,A,
2025-06-16 07:00:00,7847a8c8-ffc6-4d1f-99d2-0e6b5bed4a96,2025-06-16 16:00:00,2025-06-17 05:00:00,dhl,2,A,
2025-06-16 03:00:00,3060114f-1d19-4b9c-a56e-7d90a0f2fc19,2025-06-16 16:00:00,2025-06-17 08:00:00,usps,2,B,
2025-06-16 15:00:00,c9372f6d-e6d4-4ed3-b699-360ddf03341f,2025-06-16 16:00:00,2025-06-17 02:00:00,ups,5,C,
2025-06-16 15:00:00,491ef7d7-5625-4db8-a00a-45ac7c0cd65f,2025-06-16 16:00:00,2025-06-17 14:00:00,dhl,5,A,
2025-06-15 20:00:00,8ccb2894-a548-4e19-bcc9-173082f403f3,2025-06-16 16:00:00,2025-06-17 07:00:00,fedex,3,A,
2025-06-16 13:00:00,09e9486e-3584-45c4-8be3-127ab0502c8c,2025-06-17 08:00:00,2025-06-17 21:00:00,dhl,1,A,
2025-06-17 06:00:00,47a1d587-f33c-46ae-a05f-5746d61bf069,2025-06-17 08:00:00,2025-06-17 19:00:00,dhl,5,B,
2025-06-16 18:00:00,ebe94fc0-33d4-46ab-b94b-dda933c07445,2025-06-17 08:00:00,2025-06-18 05:00:00,ups,5,B,
2025-06-16 22:00:00,3e6cd02b-28fa-4f5a-993d-90275e07d120,2025-06-17 09:00:00,2025-06-18 01:00:00,usps,3,C,
2025-06-16 23:00:00,17fd8a08-f33c-4026-92b0-ca455067ec8b,2025-06-17 10:00:00,2025-06-17 23:00:00,usps,3,B,
2025-06-16 23:00:00,2da3bf9a-55ef-4fd2-94ac-e0525ec0d1b1,2025-06-17 10:00:00,2025-06-17 16:00:00,ups,1,C,
2025-06-16 22:00:00,320e12d9-f70c-48f6-8c70-b05549ffd915,2025-06-17 10:00:00,2025-06-18 06:00:00,fedex,2,B,
2025-06-17 08:00:00,0e7c9d12-4060-4e36-af18-0aa726501010,2025-06-17 11:00:00,2025-06-18 08:00:00,ups,5,B,
2025-06-17 09:00:00,9610e6dd-b26b-44ee-8ea9-bb0e5434ee05,2025-06-17 11:00:00,2025-06-17 21:00:00,dhl,1,C,
2025-06-17 07:00:00,6028a6d1-0d44-4b57-a6e4-336d7c197bb9,2025-06-17 11:00:00,2025-06-17 23:00:00,dhl,3,A,
2025-06-16 15:00:00,bc8e5605-a263-4ff2-9df8-56ed534ea826,2025-06-17 12:00:00,2025-06-17 18:00:00,fedex,4,A,wrong items
2025-06-16 23:00:00,ec008710-00af-4ae0-a898-1f721b12032e,2025-06-17 12:00:00,2025-06-18 11:00:00,dhl,2,A,
2025-06-16 16:00:00,dd2927a0-f8d7-4e31-adaf-0d8507ed7c99,2025-06-17 12:00:00,2025-06-17 19:00:00,usps,5,A,
2025-06-16 19:00:00,eca03243-1874-49f3-96f9-5c2b03faa556,2025-06-17 12:00:00,2025-06-18 07:00:00,usps,2,A,
2025-06-17 10:00:00,d531bede-e450-4521-94ef-e2a99e5a436a,2025-06-17 13:00:00,2025-06-18 00:00:00,ups,1,A,
2025-06-16 15:00:00,fbad3f57-cfb9-42dc-918d-10a04729869d,2025-06-17 13:00:00,2025-06-17 22:00:00,dhl,2,A,
2025-06-17 04:00:00,a8a4cdc6-de22-414b-80a5-bca61a3b4bb0,2025-06-17 13:00:00,2025-06-18 07:00:00,dhl,3,C,
2025-06-16 17:00:00,ed0349ea-acd7-4e1f-9ce9-79f8c9316f3d,2025-06-17 14:00:00,2025-06-18 12:00:00,fedex,4,C,
2025-06-17 02:00:00,9fb3378a-e152-4312-906b-3db2f9ab57cc,2025-06-17 14:00:00,2025-06-18 06:00:00,dhl,1,A,
2025-06-17 00:00:00,239d71b5-b721-4ecd-a9ce-3facd01b098f,2025-06-17 15:00:00,2025-06-18 03:00:00,usps,1,A,
2025-06-17 12:00:00,3339c86e-ffc1-4c64-8c71-e0601bc98473,2025-06-17 15:00:00,2025-06-18 02:00:00,dhl,4,A,wrong items
2025-06-17 13:00:00,ab4e7226-b5b6-4c92-9c29-81d59be3804f,2025-06-17 15:00:00,2025-06-17 22:00:00,dhl,1,A,
2025-06-17 06:00:00,2b061f6f-a539-454a-ba7d-aea5820482d6,2025-06-17 15:00:00,2025-06-18 07:00:00,dhl,2,B,
2025-06-17 09:00:00,a767a024-1f30-432e-b0e3-96b2aa6e7b32,2025-06-17 16:00:00,2025-06-18 13:00:00,usps,5,A,
2025-06-17 10:00:00,40f8ce8c-cf4f-4024-b80b-76c2bac44d4c,2025-06-17 16:00:00,2025-06-18 00:00:00,fedex,1,C,
2025-06-17 03:00:00,92294e54-62eb-4128-a70d-07a264e0a54e,2025-06-17 16:00:00,2025-06-18 10:00:00,ups,2,A,
2025-06-17 08:00:00,e729c780-ae1e-43f2-b13e-3ddba66dae95,2025-06-17 16:00:00,2025-06-17 23:00:00,usps,5,B,
2025-06-17 10:00:00,8e0ebf5f-6ee0-439b-b787-4293b1022d7f,2025-06-18 09:00:00,2025-06-19 04:00:00,usps,3,B,
2025-06-17 15:00:00,186214f6-e8c1-488e-ae15-ae4b568429b8,2025-06-18 09:00:00,2025-06-19 05:00:00,fedex,2,A,
2025-06-17 13:00:00,92e3ca5e-4a6c-48ab-9b62-b0d1b5b0fb77,2025-06-18 10:00:00,2025-06-19 09:00:00,dhl,3,C,
2025-06-17 20:00:00,840ce541-0514-4f67-986c-d9bc8187a94e,2025-06-18 10:00:00,2025-06-19 01:00:00,fedex,2,C,
2025-06-18 02:00:00,9e318fd2-d661-4695-a336-0acaea1b3839,2025-06-18 10:00:00,2025-06-18 22:00:00,dhl,4,A,
2025-06-18 01:00:00,8716c4e5-e96c-4cd4-bde2-1fb271b2f98c,2025-06-18 10:00:00,2025-06-19 05:00:00,ups,4,B,
2025-06-18 02:00:00,b7043476-7617-496b-b5c2-0c3809644b8c,2025-06-18 11:00:00,2025-06-19 02:00:00,usps,1,C,
2025-06-18 02:00:00,039f1161-5734-4c4a-bd06-ad23f60153c4,2025-06-18 11:00:00,2025-06-19 02:00:00,usps,2,B,
2025-06-18 03:00:00,49ae8d79-b2b3-456c-a988-c21ff011872a,2025-06-18 11:00:00,2025-06-18 19:00:00,dhl,3,A,
2025-06-18 06:00:00,f66dd824-c42b-4b30-aebb-40eada1115ea,2025-06-18 11:00:00,2025-06-18 23:00:00,ups,3,C,
2025-06-18 02:00:00,6b644a84-7a8e-42e7-9bbd-0ca65bed73eb,2025-06-18 11:00:00,2025-06-19 01:00:00,fedex,2,B,
2025-06-17 19:00:00,e698bda6-c603-4347-919e-f53a5fe31736,2025-06-18 11:00:00,2025-06-18 18:00:00,fedex,4,A,
2025-06-17 13:00:00,ec9aa8ab-7186-4801-8b36-7d9a18037a81,2025-06-18 12:00:00,2025-06-18 18:00:00,usps,2,C,
2025-06-17 23:00:00,962b36b3-68a4-4ec7-bf2f-266a59bf3980,2025-06-18 12:00:00,2025-06-19 09:00:00,ups,5,A,
2025-06-18 09:00:00,d33fd99c-1f55-4b30-bc40-f26bfa92ffe7,2025-06-18 12:00:00,2025-06-18 21:00:00,ups,2,C,
2025-06-18 03:00:00,296d322a-560a-4d58-a928-7438d7e6220f,2025-06-18 12:00:00,2025-06-19 11:00:00,fedex,4,A,
2025-06-17 21:00:00,b4281947-8ef8-47ca-bd85-1b60c0e12bab,2025-06-18 13:00:00,2025-06-19 07:00:00,usps,2,C,
2025-06-17 18:00:00,6b84fa4d-e7af-41e8-a2f9-eebf89cc2b7c,2025-06-18 13:00:00,2025-06-18 23:00:00,usps,5,A,
2025-06-18 09:00:00,5a585555-74a5-42e5-aea0-e590a86a33c7,2025-06-18 14:00:00,2025-06-19 03:00:00,fedex,4,A,
2025-06-17 18:00:00,afdcfe52-2cf7-4041-aa22-67db5ee2a1b8,2025-06-18 14:00:00,2025-06-19 11:00:00,dhl,5,C,
2025-06-17 17:00:00,00532e8a-080b-4181-a655-53bb0dd09d37,2025-06-18 14:00:00,2025-06-19 08:00:00,dhl,5,C,
2025-06-17 18:00:00,7df54211-3b7f-4b83-b7c2-5a5b65fb3e29,2025-06-18 14:00:00,2025-06-19 11:00:00,ups,3,B,
2025-06-18 00:00:00,3fb9f04d-b610-44c6-8b3a-cd0390cb5451,2025-06-18 15:00:00,2025-06-19 01:00:00,fedex,3,C,
2025-06-17 18:00:00,88e93b40-672d-4386-a48a-3ae74b316938,2025-06-18 15:00:00,2025-06-19 09:00:00,fedex,1,A,
2025-06-18 11:00:00,9a4375b3-444c-4a76-a1d9-ca35e041fe3c,2025-06-18 16:00:00,2025-06-18 22:00:00,dhl,4,B,
2025-06-18 04:00:00,b5e0976f-636a-4cc9-9743-1b5221e9455c,2025-06-18 16:00:00,2025-06-19 14:00:00,ups,4,A,
2025-06-18 03:00:00,2bdf3178-979d-44fa-b2df-7c526a291b36,2025-06-18 16:00:00,2025-06-19 04:00:00,ups,5,B,
2025-06-18 09:00:00,a9629af8-1165-4d97-ac41-d1b514e1f96f,2025-06-18 16:00:00,2025-06-19 06:00:00,fedex,4,B,
2025-06-17 20:00:00,a568cac8-cd0e-47ca-a6ca-281233b35022,2025-06-18 16:00:00,2025-06-19 11:00:00,usps,3,A,
2025-06-18 23:00:00,8068e133-8e46-4af4-bb8a-aa7b85a30d74,2025-06-19 08:00:00,2025-06-19 18:00:00,ups,3,B,
2025-06-18 20:00:00,7828203e-080a-41ca-8428-e7a2efff1cf7,2025-06-19 08:00:00,2025-06-20 07:00:00,ups,3,B,
2025-06-18 11:00:00,592b46a8-b4cc-41e2-908e-89c05e085b8d,2025-06-19 08:00:00,2025-06-19 21:00:00,fedex,1,C,
2025-06-18 17:00:00,a977effc-d302-4638-b8d3-f5e57546c843,2025-06-19 09:00:00,2025-06-19 16:00:00,usps,2,B,
2025-06-18 13:00:00,509fb483-98ed-4859-a958-8938f4c00bde,2025-06-19 09:00:00,2025-06-19 21:00:00,fedex,5,C,
2025-06-19 08:00:00,6a2fb0dd-037a-417f-bad0-3e5345f7501b,2025-06-19 09:00:00,2025-06-20 01:00:00,ups,4,C,
2025-06-18 15:00:00,a62a8a80-fc17-4e65-8339-2096e6529c40,2025-06-19 09:00:00,2025-06-19 23:00:00,usps,2,A,
2025-06-19 01:00:00,dd9d830c-1b6e-45d8-ba6b-7c9c2368f9bf,2025-06-19 09:00:00,2025-06-20 04:00:00,ups,3,A,
2025-06-18 16:00:00,299d1109-311f-459b-b539-c8e0e4cd1528,2025-06-19 10:00:00,2025-06-20 07:00:00,ups,1,A,
2025-06-19 05:00:00,62fb40dd-2bb8-4ff5-b6c2-3139e517c849,2025-06-19 10:00:00,2025-06-20 04:00:00,usps,3,A,
2025-06-18 16:00:00,dcfb456d-41d8-4153-a391-01d173e9e1f0,2025-06-19 10:00:00,2025-06-19 21:00:00,ups,3,C,
2025-06-18 11:00:00,cef7b32f-7a51-40b2-9e12-1eec64e6604e,2025-06-19 10:00:00,2025-06-20 06:00:00,dhl,1,C,
2025-06-18 21:00:00,f574ed2f-4fa5-4781-9fab-d80c21e9c0d3,2025-06-19 10:00:00,2025-06-20 01:00:00,fedex,4,B,
2025-06-19 07:00:00,474a66a5-081a-4b8c-884c-e1a591d929bb,2025-06-19 10:00:00,2025-06-19 17:00:00,fedex,4,B,
2025-06-18 23:00:00,9abd2193-6bf3-44e9-8bc3-5cac523a711e,2025-06-19 10:00:00,2025-06-19 17:00:00,fedex,1,B,
2025-06-18 23:00:00,7aa5369f-273d-44b6-a6cf-867f1f111c59,2025-06-19 12:00:00,2025-06-19 22:00:00,ups,5,B,
2025-06-19 02:00:00,415b51a4-f990-4070-b7d9-375e1318df27,2025-06-19 12:00:00,2025-06-20 05:00:00,dhl,5,B,
2025-06-18 16:00:00,7fa0b240-0850-45ad-816e-6c7b1aeb3369,2025-06-19 12:00:00,2025-06-19 20:00:00,dhl,1,C,
2025-06-19 02:00:00,80711133-3227-44f2-aeac-86b4616b9964,2025-06-19 12:00:00,2025-06-19 18:00:00,usps,2,B,
2025-06-18 17:00:00,866b0485-4a23-4694-acc1-d9024efb578d,2025-06-19 13:00:00,2025-06-20 06:00:00,fedex,5,B,
2025-06-18 19:00:00,4a9f4ef2-0bb8-4135-9a11-8e24255d5c3f,2025-06-19 13:00:00,2025-06-20 08:00:00,fedex,4,A,
2025-06-19 01:00:00,c7725885-f822-47b9-87b9-86b39ddd1080,2025-06-19 13:00:00,2025-06-20 02:00:00,fedex,3,C,
2025-06-19 00:00:00,10cf35fd-f8a8-428b-8eb5-ab0a062ea9f3,2025-06-19 13:00:00,2025-06-19 21:00:00,dhl,3,C,
2025-06-18 16:00:00,9e1c4578-9944-4fe2-af54-576d6f3a21c8,2025-06-19 13:00:00,2025-06-20 02:00:00,usps,4,C,
2025-06-19 08:00:00,f8c66b91-60df-42b1-8b9d-392367d7bd8e,2025-06-19 13:00:00,2025-06-20 01:00:00,ups,1,B,
2025-06-19 12:00:00,0f336bb9-cf86-4de1-b3c0-6dbf008bd35c,2025-06-19 14:00:00,2025-06-20 07:00:00,dhl,2,B,
2025-06-19 05:00:00,714ac229-4a9c-477b-b4b5-6d7a7b91d487,2025-06-19 14:00:00,2025-06-20 13:00:00,usps,2,B,
2025-06-19 11:00:00,1e703c6e-28db-4e45-8cee-9549e4da9d14,2025-06-19 14:00:00,2025-06-20 09:00:00,dhl,4,C,
2025-06-19 05:00:00,6e502f26-db68-4d59-9782-d4a9ce23d8b1,2025-06-19 14:00:00,2025-06-19 23:00:00,usps,4,C,
2025-06-19 02:00:00,46058e1a-bd22-4e13-b07a-f66cde0bd2cf,2025-06-19 14:00:00,2025-06-20 01:00:00,usps,1,A,
2025-06-19 13:00:00,b5ede3ea-d6ea-43dc-b7ff-69840db729e0,2025-06-19 14:00:00,2025-06-20 12:00:00,dhl,3,C,
2025-06-18 19:00:00,58e0ce07-a63c-4c12-952a-a5c939801ac0,2025-06-19 15:00:00,2025-06-20 02:00:00,ups,3,A,
2025-06-19 12:00:00,81b793e2-a62c-479b-b53a-fa0739d96782,2025-06-19 16:00:00,2025-06-20 05:00:00,fedex,4,C,
2025-06-19 04:00:00,4a6dd020-c2db-4330-a878-27923c84e686,2025-06-19 16:00:00,2025-06-20 03:00:00,fedex,1,C,
2025-06-19 03:00:00,bbb6035a-9cc5-453a-a1e0-8b28172252fd,2025-06-19 16:00:00,2025-06-19 22:00:00,fedex,2,C,
2025-06-19 05:00:00,ca5cdd96-56f8-4a9f-98a1-7ad984d565ed,2025-06-19 16:00:00,2025-06-20 08:00:00,dhl,4,C,
2025-06-19 02:00:00,4bc987db-8c7a-4eb0-b2fd-8325455e8b2f,2025-06-19 16:00:00,2025-06-20 11:00:00,usps,4,C,
2025-06-19 05:00:00,c45ed570-db88-4564-85fe-24c397495dfb,2025-06-19 16:00:00,2025-06-20 07:00:00,fedex,4,C,
2025-06-19 06:00:00,2bb375f7-af7f-417a-a983-9cf28f809755,2025-06-19 16:00:00,2025-06-20 05:00:00,fedex,1,A,
2025-06-18 21:00:00,2cbd05ce-596a-4be7-801d-4f798c863a7e,2025-06-19 16:00:00,2025-06-20 05:00:00,usps,4,B,
2025-06-19 09:00:00,39fb1df5-b412-49cb-bbc8-ec3a6473292c,2025-06-19 16:00:00,2025-06-20 03:00:00,ups,4,C,
2025-06-20 03:00:00,0fe09746-37c5-4d07-833c-3e238b41bab9,2025-06-20 08:00:00,2025-06-20 17:00:00,usps,2,C,
2025-06-20 04:00:00,a9426900-dc9a-4129-aeb6-e25654e7e87b,2025-06-20 08:00:00,2025-06-21 04:00:00,fedex,1,A,
2025-06-20 05:00:00,565fc5b4-b71a-4b0b-a62e-68d18db4e471,2025-06-20 08:00:00,2025-06-20 21:00:00,usps,5,B,
2025-06-20 05:00:00,26870fc0-174c-4cc9-bbca-746cda354409,2025-06-20 08:00:00,2025-06-20 20:00:00,usps,1,B,
2025-06-20 03:00:00,8c45a56a-b8d3-4502-b162-556da5b47cf1,2025-06-20 09:00:00,2025-06-21 07:00:00,fedex,5,A,poorly packed
2025-06-20 06:00:00,ae3e6ed5-800e-4cfe-b560-5f8284286e0d,2025-06-20 09:00:00,2025-06-20 20:00:00,fedex,3,C,
2025-06-19 15:00:00,508eec5d-7df5-4550-b3a8-3e23b34f258e,2025-06-20 09:00:00,2025-06-21 07:00:00,fedex,1,B,
2025-06-20 02:00:00,a735af08-d4c7-42f2-b9a5-6b8e4a74ae67,2025-06-20 09:00:00,2025-06-20 21:00:00,fedex,1,A,
2025-06-20 04:00:00,50924db2-8846-4517-9bf4-a9fdc6298f17,2025-06-20 09:00:00,2025-06-21 07:00:00,ups,1,C,
2025-06-20 06:00:00,f17a0eb7-fe23-4f66-8f49-8ea40697ccb6,2025-06-20 09:00:00,2025-06-21 04:00:00,ups,3,A,
2025-06-19 22:00:00,80c34011-4ff7-4611-885e-28ce00e5e41b,2025-06-20 09:00:00,2025-06-20 20:00:00,dhl,4,C,
2025-06-20 08:00:00,5506aa22-b48d-4b3e-9e08-8f8883085efc,2025-06-20 09:00:00,2025-06-21 00:00:00,usps,3,C,
2025-06-19 10:00:00,f41c44ad-1215-484c-9939-eb397d4e4f6e,2025-06-20 09:00:00,2025-06-20 19:00:00,dhl,3,B,
2025-06-20 07:00:00,48240008-4606-43a3-9f86-816650291be5,2025-06-20 10:00:00,2025-06-21 05:00:00,dhl,4,A,
2025-06-19 14:00:00,a50914ab-a580-44bc-9526-d116ea5e0309,2025-06-20 10:00:00,2025-06-20 19:00:00,dhl,3,B,
2025-06-19 17:00:00,82d6b0e6-9b58-4ba9-ab86-63d15c313aa9,2025-06-20 10:00:00,2025-06-20 21:00:00,dhl,4,C,
2025-06-20 05:00:00,4bc615ad-5f28-4591-a804-45ac8efe7fff,2025-06-20 10:00:00,2025-06-20 19:00:00,fedex,3,A,
2025-06-20 02:00:00,d6bfa59f-b5a7-4b2d-b837-092bca10a54b,2025-06-20 11:00:00,2025-06-20 18:00:00,ups,1,A,
2025-06-20 10:00:00,b881708c-3610-481b-8463-cd19118feea7,2025-06-20 11:00:00,2025-06-20 20:00:00,fedex,1,C,
2025-06-20 09:00:00,3e84d077-2006-4c3d-b0a0-9c625f02a5ca,2025-06-20 11:00:00,2025-06-21 05:00:00,dhl,3,C,
2025-06-20 03:00:00,a5c753db-2249-47c2-8dbe-e6135f008f17,2025-06-20 12:00:00,2025-06-21 00:00:00,dhl,5,B,
2025-06-20 02:00:00,0af76e2b-d2f4-4d90-86e7-01ff690a5d9c,2025-06-20 12:00:00,2025-06-20 22:00:00,fedex,3,B,
2025-06-19 13:00:00,56fe68f6-86bf-4a33-8af4-2d0b074f10fd,2025-06-20 12:00:00,2025-06-21 07:00:00,fedex,2,A,
2025-06-20 00:00:00,a214b5f4-aa5a-480a-9c95-98541653a5b3,2025-06-20 13:00:00,2025-06-21 11:00:00,ups,3,C,
2025-06-20 03:00:00,f75827a6-922e-49e9-ab10-78744bc5abcb,2025-06-20 13:00:00,2025-06-20 21:00:00,ups,1,B,
2025-06-19 20:00:00,e7943860-32e4-4cf2-b2e0-bb865b7d908a,2025-06-20 13:00:00,2025-06-21 08:00:00,dhl,5,A,
2025-06-19 15:00:00,ec5f8a56-1eb2-4a19-83a2-a50a24455127,2025-06-20 13:00:00,2025-06-21 05:00:00,usps,2,A,
2025-06-20 08:00:00,0ae44585-225e-4969-84fb-3967a1f7473b,2025-06-20 13:00:00,2025-06-20 20:00:00,fedex,4,A,
2025-06-20 11:00:00,cc4c4f42-9b3c-402e-9aab-d1d789679f84,2025-06-20 13:00:00,2025-06-21 01:00:00,fedex,3,A,
2025-06-20 04:00:00,602afec6-2e72-4b9e-8914-e5dc0cd248cb,2025-06-20 13:00:00,2025-06-20 22:00:00,ups,2,C,
2025-06-20 09:00:00,43a17b47-8159-4c5e-886b-015101955b0e,2025-06-20 13:00:00,2025-06-20 19:00:00,fedex,4,C,
2025-06-20 01:00:00,582a6b42-f858-4d56-a1b6-b61e6e37ca01,2025-06-20 13:00:00,2025-06-20 23:00:00,dhl,4,B,
2025-06-20 00:00:00,e7329c5c-8bae-418c-b5c8-20e6c82859c3,2025-06-20 13:00:00,2025-06-21 08:00:00,dhl,3,B,
2025-06-20 04:00:00,e69a8e7a-304e-4852-b85d-943bd1cc54db,2025-06-20 14:00:00,2025-06-21 00:00:00,dhl,3,C,
2025-06-20 12:00:00,dcc40208-392c-473f-af48-e3f203e63008,2025-06-20 14:00:00,2025-06-21 02:00:00,dhl,4,A,
2025-06-19 17:00:00,d7d62c1b-d9f5-4a9a-a3c5-0db396dcff8d,2025-06-20 15:00:00,2025-06-21 02:00:00,dhl,5,B,
2025-06-20 11:00:00,b9626830-0656-4087-88c0-fa0c985ad09c,2025-06-20 15:00:00,2025-06-21 06:00:00,usps,4,C,
2025-06-20 06:00:00,5ad85fad-3457-416d-84b9-c6c0f1b87f5a,2025-06-20 15:00:00,2025-06-21 04:00:00,fedex,2,C,
2025-06-20 08:00:00,6c14df7a-9999-4983-abf7-3ef95dca7d6e,2025-06-20 15:00:00,2025-06-21 03:00:00,ups,1,C,
2025-06-19 20:00:00,a82b56dd-7eaa-41c2-96fd-08fe31834149,2025-06-20 16:00:00,2025-06-21 11:00:00,ups,3,C,
2025-06-20 12:00:00,8cb34acc-c64b-4375-bdc6-8549bde63049,2025-06-20 16:00:00,2025-06-21 08:00:00,dhl,3,C,
2025-06-19 21:00:00,6da76a65-76ca-4d82-af58-84eca2cad0d8,2025-06-20 16:00:00,2025-06-21 14:00:00,ups,1,C,
2025-06-20 16:00:00,fd7873ab-52dc-4b1b-8878-67d3dfdd0a3b,2025-06-21 08:00:00,2025-06-21 16:00:00,dhl,5,B,
2025-06-21 02:00:00,abb5434b-45df-422f-9bbe-4fbf42d67a5d,2025-06-21 08:00:00,2025-06-21 23:00:00,fedex,4,A,
2025-06-20 19:00:00,4a70665d-582f-4187-8459-0908dd7c7f95,2025-06-21 09:00:00,2025-06-22 06:00:00,ups,3,C,
2025-06-20 20:00:00,3e1c513b-7035-4c2e-9b2e-6eeffd07f153,2025-06-21 09:00:00,2025-06-21 22:00:00,ups,4,B,poorly packed
